ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,MeanValue,MinValue,MaxValue,MeanSaturation,MinSat,MaxSat,TextureValue,TextureSat,TextureLaplacian,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7
BloodImage_00001.jpeg,Foreground,0,241,9,34,184,74.9706,0.411383,0.264706,173.414,160.427,177.959,180.932,173,195,28.8045,17,43,4.30009,5.914,3.16834,0.404617,0.908817,2.16895,2.61529,5.03042,3.19825,-5.50627
BloodImage_00001.jpeg,Foreground,47,231,71,90,2505.5,368.777,0.231514,0.788889,161.637,154.032,176.782,177.145,162,241,35.1989,12,62,7.28364,7.39521,4.41888,0.438369,1.27733,2.06106,3.29686,7.82387,4.57956,-5.97586
BloodImage_00001.jpeg,Foreground,608,226,32,114,1460,322.392,0.17652,0.280702,162.941,159.687,181.373,181.379,173,197,32.1144,18,59,3.54268,5.62315,3.04163,0.276849,0.659434,1.71579,2.42823,4.8623,4.56388,4.54566
BloodImage_00001.jpeg,Foreground,469,222,89,82,3528,465.245,0.204821,1.08537,167.306,158.24,182.205,182.827,171,207,35.3612,14,61,3.72635,6.73603,3.00189,0.534178,1.94618,2.28043,2.9716,5.60178,3.9924,-6.45826
BloodImage_00001.jpeg,Foreground,475,201,20,21,230,63.9411,0.706931,0.952381,165.097,167.337,181.372,181.372,175,187,24.2481,17,35,2.19432,3.96698,2.99415,0.7734,3.09223,3.85399,5.1223,-9.61344,-6.66998,10.5422
BloodImage_00001.jpeg,Foreground,345,187,27,29,443,115.74,0.415572,0.931034,177.818,160.605,184.16,185.674,179,206,34.3866,20,47,4.86093,4.47104,3.60765,0.771444,3.07989,3.27309,4.81801,8.88611,6.39511,-9.36652
BloodImage_00001.jpeg,Foreground,64,185,73,53,1242,253.078,0.243681,1.37736,181.316,166.784,180.006,183.98,172,202,24.158,6,52,4.72716,10.0312,3.77441,0.312368,1.14737,1.19318,1.95968,-3.54427,-2.53613,-4.25257
BloodImage_00001.jpeg,Foreground,275,183,64,82,1868.5,503.286,0.0926985,0.780488,171.084,163.696,184.815,185.248,175,197,30.5985,5,58,4.34779,9.18526,2.85123,0.368639,1.24877,1.66474,2.99439,-5.32871,-3.70654,6.15622
BloodImage_00001.jpeg,Foreground,343,180,85,86,3177,332.191,0.361786,0.988372,171.966,159.05,182.053,183.574,168,209,34.469,7,55,4.7398,7.69624,3.15591,0.538131,1.30325,2.51201,2.90356,5.62495,3.62785,-6.21961
BloodImage_00001.jpeg,Foreground,464,100,121,111,5594,588.098,0.203251,1.09009,164.959,153.254,178.048,178.641,159,204,37.1515,6,63,4.78016,9.15494,3.21939,0.547906,2.04636,2.8091,2.71701,5.48727,3.74063,6.22328
BloodImage_00001.jpeg,Foreground,587,87,45,48,1294,164.853,0.598345,0.9375,160.243,153.085,177.192,177.842,167,192,37.5985,6,65,3.76565,9.81969,3.5622,0.745192,2.63501,2.97198,5.57009,9.84152,7.0599,11.2106
BloodImage_00001.jpeg,Foreground,234,77,165,86,5338.5,793.051,0.106666,1.9186,166.769,157.628,178.401,178.907,167,199,31.7273,8,54,3.39121,5.78795,3.27728,0.347359,0.96779,2.41419,3.37371,-6.6565,-4.17018,6.30729
BloodImage_00001.jpeg,Foreground,405,45,27,87,1477.5,222.752,0.374191,0.310345,181.171,166.074,184.292,185.942,174,209,27.2253,4,52,4.3567,7.10397,3.51893,0.42559,0.973571,2.35632,2.60117,5.08485,3.13949,5.90439
BloodImage_00001.jpeg,Foreground,0,45,96,144,5625,724.039,0.134837,0.666667,154.297,140.678,166.364,168.386,132,255,43.0994,7,113,8.73751,11.3969,4.29406,0.464433,1.42737,2.17833,2.87201,-5.59475,-3.62854,5.50905
BloodImage_00001.jpeg,Foreground,552,15,88,84,2435,458.759,0.145391,1.04762,158.309,150.288,172.33,173.113,146,198,34.9863,0,89,7.80682,14.6105,4.22172,0.370601,1.31857,1.93362,3.04135,-5.65989,-3.71584,-5.70072
BloodImage_00001.jpeg,Foreground,340,15,23,27,223,82.4264,0.41246,0.851852,147.846,133.595,161.579,163.896,143,196,49.9228,31,93,8.10028,13.4759,6.61213,0.492711,1.2443,1.86405,2.4175,4.62018,3.16914,-4.86098
BloodImage_00001.jpeg,Foreground,283,9,24,55,678.5,139.64,0.437263,0.436364,168.807,160.214,176.316,176.662,156,189,24.1081,9,37,4.95432,5.6799,3.95767,0.4475,1.02994,2.36532,2.918,5.65035,3.72138,-5.79305
BloodImage_00001.jpeg,Foreground,450,5,98,60,2531,377.362,0.223349,1.63333,153.594,150.335,176.896,176.901,152,235,42.439,13,84,9.1377,10.03,4.28752,0.51617,1.32287,2.57931,3.13558,6.0669,3.86494,6.26308
BloodImage_00001.jpeg,Foreground,133,2,154,260,11865.5,1119.24,0.119028,0.592308,154.905,151.441,175.335,175.632,149,244,38.5707,0,91,7.89386,9.99532,3.53923,0.211017,0.554291,3.63731,3.17742,6.955,3.59189,-6.62836
BloodImage_00001.jpeg,Foreground,536,0,29,36,534.5,117.983,0.482526,0.805556,159.48,148.585,175.283,177.997,170,211,43.628,29,70,6.66942,8.15914,3.57299,0.624195,1.69606,2.38988,3.06813,5.87494,3.9613,-6.05778
BloodImage_00001.jpeg,Foreground,438,0,16,17,190.5,56.7279,0.743894,0.941176,157.239,157.592,176.784,176.784,167,188,32.5321,27,38,4.98202,2.74637,2.52934,0.766646,3.03059,3.16824,5.75826,10.3491,-7.43503,-10.3977
BloodImage_00001.jpeg,Foreground,306,0,90,68,2241.5,382.434,0.192591,1.32353,156.28,148.337,175.185,176.062,164,195,41.6764,18,67,4.42266,7.50418,3.19604,0.353492,1.17582,1.57462,2.33159,4.90731,-3.23991,4.29741
BloodImage_00001.jpeg,Foreground,204,0,51,47,1070,183.539,0.39915,1.08511,157.161,152.83,173.174,173.701,156,194,33.4097,4,68,5.6024,8.65808,3.21036,0.612544,2.07219,2.10832,3.03875,-5.75788,-4.12518,5.76783
BloodImage_00001.jpeg,Foreground,0,0,25,49,742,135.397,0.508623,0.510204,151.177,142.617,168.086,168.183,157,176,39.6446,22,54,3.23826,6.15568,2.96499,0.691031,1.92454,2.8311,4.11981,-7.84326,-5.30043,-7.67874
BloodImage_00001.jpeg,Background,53,477,11,3,15.5,22.2426,0.393703,3.66667,191.926,183.259,188.852,191.926,189,196,11.2593,8,13,2.07143,2.11857,4.24555,0.401084,0.894388,2.42711,3.23414,6.67145,-4.47491,-6.07847
BloodImage_00001.jpeg,Background,432,470,19,10,97,47.799,0.533512,1.9,184.571,183.924,197.479,197.479,190,205,19.0252,13,24,2.60203,3.0991,3.38594,0.621896,1.55634,3.09323,4.29759,9.04228,-5.87668,-7.99474
BloodImage_00001.jpeg,Background,211,461,10,10,68.5,30.7279,0.911662,1,172.108,150.867,168.277,177.157,143,200,39.7108,17,71,15.1622,16.4797,12.1985,0.792312,3.50419,4.4312,7.29572,13.1654,9.18837,13.9342
BloodImage_00001.jpeg,Background,85,441,7,7,30,21.3137,0.829876,1,186.575,176.225,175.8,186.575,177,200,15.7,13,18,5.88595,1.28841,8.62232,0.789603,3.91689,4.37098,7.97602,-14.1495,-9.93447,20.7201
BloodImage_00001.jpeg,Background,88,432,9,7,31.5,22.7279,0.766304,1.28571,186.905,166.19,176.357,186.905,175,201,28.1667,18,36,6.61819,5.00436,8.4247,0.769549,2.53821,5.97806,6.49456,12.872,-8.96409,-12.8912
BloodImage_00001.jpeg,Background,606,420,8,11,50.5,28.7279,0.768941,0.727273,197.594,189.625,186.844,197.594,195,203,13.7656,9,19,1.95831,3.20518,3.0885,0.734835,2.10273,5.07894,6.48223,-12.3066,-7.62467,-12.6322
BloodImage_00001.jpeg,Background,152,399,11,14,69.5,37.2132,0.630668,0.785714,216.14,128.977,148.302,216.14,202,236,102.465,87,119,8.59443,8.86422,4.71888,0.651226,1.654,3.21037,4.22985,8.40783,-5.91745,7.97806
BloodImage_00001.jpeg,Background,163,320,12,5,24,26.4853,0.429944,2.4,202.649,183.162,189.649,202.649,196,209,24.4865,18,30,3.147,3.21837,4.67185,0.610096,1.52982,2.87878,3.71251,7.12195,5.0281,7.20287
BloodImage_00001.jpeg,Background,154,319,8,4,17,17.6569,0.685223,2,202.5,181.615,187.769,202.5,198,212,26.3077,19,35,3.88538,4.56381,6.10316,0.63923,1.5943,3.23932,3.72827,7.21207,4.52729,9.60782
BloodImage_00001.jpeg,Background,499,232,12,16,91,53.4558,0.400185,0.75,162.852,154.696,180.87,180.87,178,184,36.8348,33,39,1.62332,1.21534,2.1416,0.773618,3.07166,3.57035,5.6155,-10.2359,-7.17829,10.6709
BloodImage_00001.jpeg,Background,278,176,11,12,68,44.2843,0.435732,0.916667,168.862,157.46,179.954,179.954,177,186,31.9195,28,37,1.56034,1.78254,2.57805,0.76508,2.66519,4.21786,5.36652,10.3349,7.37588,-10.2863
BloodImage_00001.jpeg,Background,205,163,9,11,58.5,30.7279,0.778573,0.818182,139.397,145.288,171.534,171.534,161,182,47.8356,42,54,4.96586,2.41578,5.39486,0.774089,2.80653,3.52054,5.24776,-9.65541,-6.69329,10.1264
BloodImage_00001.jpeg,Background,616,159,10,13,70,35.799,0.686383,0.769231,195.674,192.407,186.919,195.733,193,201,11.4651,8,14,1.70106,1.65444,3.04964,0.756662,2.52498,3.60879,5.29497,9.84055,6.8474,-9.97453
BloodImage_00001.jpeg,Background,257,145,8,19,56.5,67.8406,0.154269,0.421053,153.694,150.765,177.435,177.435,172,181,41.3529,36,48,2.03179,2.71686,2.70419,0.452671,1.15659,1.71342,1.97741,3.82568,2.57075,4.76528
BloodImage_00001.jpeg,Background,14,76,11,13,56.5,35.2132,0.572595,0.846154,133,135.694,165.903,165.903,162,170,53.375,46,70,2.70883,6.17665,2.82009,0.617201,1.54472,2.80384,3.77768,-7.64637,-4.83809,7.08417
BloodImage_00001.jpeg,Background,374,66,19,17,104.5,52.1838,0.482231,1.11765,171.389,163.183,177.492,177.54,172,185,20.5556,14,32,2.7964,3.94919,3.75949,0.485159,1.09792,2.87408,3.16565,6.18642,3.72966,7.37866
BloodImage_00001.jpeg,Background,0,64,14,14,103,49.4558,0.52919,1,156.664,145,167.504,167.888,164,179,35.808,29,46,2.11364,3.75168,2.80635,0.777258,3.2241,3.7704,5.94512,-10.9643,-7.56128,-10.943
BloodImage_00001.jpeg,Background,350,7,16,21,127.5,65.6985,0.371201,0.761905,142.363,139.006,165.86,165.86,154,176,45.5987,33,76,5.09209,8.84895,6.1163,0.458097,1.22602,1.93532,2.41193,4.64802,3.4636,-4.88656
BloodImage_00001.jpeg,Background,67,5,5,7,17.5,17.0711,0.754617,0.714286,184.231,183.038,177.577,184.692,182,188,9.65385,8,12,1.97619,1.54278,4.43827,0.724638,2.08895,3.44788,4.20247,8.04169,5.24768,8.62918
BloodImage_00001.jpeg,Background,494,1,12,10,45,33.799,0.495011,1.2,140.283,138.283,166.317,166.317,159,173,45.5667,36,59,3.64916,7.28324,4.92172,0.665308,1.71941,3.2979,3.94645,7.5713,4.80645,8.52579
BloodImage_00003.jpeg,Foreground,428,465,19,15,197.5,60.3848,0.680647,1.26667,178.531,166.425,191.013,191.549,179,200,33.6637,8,42,3.73335,7.09494,3.56124,0.771933,2.83503,3.65709,5.55741,-10.5642,-7.16548,-10.2022
BloodImage_00003.jpeg,Foreground,192,461,16,19,165,72.2843,0.396832,0.842105,173.626,174.99,196.202,196.202,191,202,30.7323,26,38,2.03495,2.8558,2.35772,0.620525,2.15878,2.36658,3.57301,-6.54923,-4.65598,-7.31072
BloodImage_00003.jpeg,Foreground,486,449,28,31,434.5,97.8406,0.570376,0.903226,172.839,174.331,190.381,190.381,183,202,24.3222,16,35,2.84932,4.1651,3.68202,0.644832,1.62182,3.1723,3.78494,7.26366,4.60328,8.94925
BloodImage_00003.jpeg,Foreground,143,440,31,40,662,146.368,0.38831,0.775,159.163,155.528,180.804,180.804,171,189,37.0662,9,51,2.81037,6.49592,2.87706,0.708175,2.15417,3.19152,4.17194,8.07615,-5.74532,7.95021
BloodImage_00003.jpeg,Foreground,603,435,29,25,442.5,84.3259,0.78199,1.16,199.931,164.812,171.36,199.931,185,216,45.8849,17,79,5.96761,14.4533,4.35163,0.772126,2.69649,3.6011,5.51348,-11.1492,8.10105,-10.0723
BloodImage_00003.jpeg,Foreground,349,433,72,47,1384.5,334.09,0.155874,1.53191,163.02,162.825,185.806,185.806,160,202,35.2597,16,57,7.77767,7.73992,4.89511,0.544498,1.83952,2.00877,2.77522,5.19222,3.96082,-5.64896
BloodImage_00003.jpeg,Foreground,82,429,18,22,166.5,66.1838,0.477663,0.818182,141.754,139.241,167.959,168.021,157,184,48.9333,41,66,5.62226,5.56644,6.54553,0.556004,1.3828,3.21724,3.59341,7.00435,4.30709,7.79551
BloodImage_00003.jpeg,Foreground,216,423,38,57,944,168.368,0.418471,0.666667,185.052,176.752,199.991,199.991,192,208,30.055,8,53,2.59797,7.98814,3.28374,0.505776,1.25465,2.15118,3.06689,-5.93143,-3.95084,5.75597
BloodImage_00003.jpeg,Foreground,186,410,43,51,982.5,188.551,0.347283,0.843137,167.895,162.972,191.89,191.89,184,202,40.0019,21,52,3.53894,5.03709,2.88948,0.639063,1.69989,3.07303,3.77315,7.44182,4.83963,7.28086
BloodImage_00003.jpeg,Foreground,90,408,58,25,803.5,171.924,0.341604,2.32,165.26,150.569,177.826,178.036,149,192,39.6933,25,53,6.65871,4.60312,5.24453,0.635281,1.58836,3.41757,3.76809,7.3633,4.58263,8.34155
BloodImage_00003.jpeg,Foreground,520,370,84,110,4204,723.269,0.100989,0.763636,168.416,158.104,182.786,183.489,151,204,36.4039,11,68,5.84508,7.91834,3.79613,0.455692,2.03917,3.68832,3.85136,-8.76864,-4.87174,7.62231
BloodImage_00003.jpeg,Foreground,623,360,17,50,548.5,116.527,0.507615,0.34,156.24,154.325,178.272,178.272,166,194,38.8109,17,55,4.67508,7.59118,4.11455,0.534148,1.25366,2.57051,3.1249,6.00827,3.8625,6.38247
BloodImage_00003.jpeg,Foreground,151,328,63,88,2475.5,400.517,0.193924,0.715909,157.75,157.051,182.359,182.359,169,198,38.3753,19,63,3.64673,6.26287,3.1481,0.574675,1.91242,2.20156,3.34733,6.18285,-5.55876,6.42703
BloodImage_00003.jpeg,Foreground,0,295,90,185,6079,913.72,0.0914989,0.486486,156.947,150.375,174.94,175.026,157,192,37.8093,9,60,3.93347,6.73182,3.27215,0.301869,0.852669,2.08792,2.42557,4.68813,2.86774,-5.47157
BloodImage_00003.jpeg,Foreground,282,271,35,60,1047.5,168.752,0.462237,0.583333,176.08,162.049,188.137,189.265,178,210,37.7525,22,53,4.11412,7.1305,3.18776,0.639533,1.68981,2.57705,3.06268,5.90399,3.94575,-6.39589
BloodImage_00003.jpeg,Foreground,313,270,159,185,6715,1125.91,0.0665653,0.859459,176.407,167.756,189.15,191.896,171,234,33.4582,3,94,6.34001,11.2159,3.77465,0.21412,0.662438,2.46087,2.29361,4.71561,2.6319,-5.03579
BloodImage_00003.jpeg,Foreground,219,264,100,101,2888,490.902,0.150598,0.990099,161.065,161.188,188.13,188.141,156,245,42.4532,12,77,11.0574,9.2967,4.52203,0.314078,1.24428,1.25498,2.15866,-3.90696,-2.78166,-4.24531
BloodImage_00003.jpeg,Foreground,420,256,125,105,3965,694.039,0.103439,1.19048,159.348,159.905,183.689,183.869,161,204,39.1542,11,62,4.5951,7.38987,3.81734,0.271827,1.06308,1.30608,2.1633,-3.91632,-2.71404,4.44388
BloodImage_00003.jpeg,Foreground,538,215,71,80,2098.5,390.576,0.172866,0.8875,187.976,163.191,179.466,190.335,167,236,35.4289,3,127,9.75029,23.4548,4.1362,0.431156,1.77126,1.9549,2.39499,4.59336,3.50646,5.06506
BloodImage_00003.jpeg,Foreground,56,210,169,116,6046,1006.86,0.074945,1.4569,151.812,147.26,174.061,174.246,156,207,41.9753,12,70,4.69552,6.91107,3.15077,0.362968,1.20314,1.75162,2.63157,4.91143,3.30021,5.0613
BloodImage_00003.jpeg,Foreground,158,208,99,61,1399,289.019,0.210462,1.62295,175.078,157.363,179.98,181.928,171,202,34.7516,7,63,4.84008,8.72721,3.25995,0.340008,0.774932,2.40555,2.64518,5.17243,3.03453,6.2025
BloodImage_00003.jpeg,Foreground,505,204,48,72,906.5,300.149,0.126445,0.666667,170.98,160.453,180.853,181.785,171,197,30.5971,8,49,5.13818,9.82086,3.12152,0.317881,0.972025,1.51005,1.97069,3.71119,2.90284,5.33276
BloodImage_00003.jpeg,Foreground,0,173,50,59,998.5,187.439,0.357141,0.847458,168.612,158.911,176.422,176.788,169,196,26.6855,9,43,4.34928,6.69247,3.29871,0.462302,1.13771,1.86735,2.6852,-6.45151,-3.69176,-4.96171
BloodImage_00003.jpeg,Foreground,322,94,171,149,7577.5,934.874,0.108951,1.14765,171.649,162.424,181.327,182.494,139,222,29.5824,2,64,7.66168,7.80552,3.94859,0.45499,1.33921,3.40062,2.36882,5.54683,3.07202,5.31865
BloodImage_00003.jpeg,Foreground,69,78,70,131,2573.5,481.286,0.139613,0.534351,148.58,139.91,168.224,168.504,158,179,44.8721,17,61,2.80464,6.25922,2.96929,0.159022,0.58713,0.855873,1.21759,2.29807,1.60185,2.62375
BloodImage_00003.jpeg,Foreground,0,77,105,121,2774.5,491.772,0.144168,0.867769,150.932,142.88,169.116,169.343,154,192,41.416,16,61,4.69891,8.36945,3.47955,0.285036,0.989835,0.948727,1.81518,3.225,2.33707,-3.65675
BloodImage_00003.jpeg,Foreground,529,65,61,68,1847.5,309.321,0.242648,0.897059,164.673,159.931,174.602,175.467,145,193,24.3942,0,48,9.9787,11.108,3.45234,0.606849,2.00017,2.47305,3.14455,5.9568,4.20097,6.85457
BloodImage_00003.jpeg,Foreground,153,56,165,152,11029.5,1273.55,0.0854542,1.08553,206.627,129.508,142.747,206.627,165,239,94.673,17,133,10.0315,16.2486,4.92781,0.509219,2.59861,2.58958,3.44768,-6.58773,4.89903,-6.65041
BloodImage_00003.jpeg,Foreground,0,41,70,42,1278.5,264.836,0.229065,1.66667,146.547,143.057,166.852,166.853,153,180,39.8116,17,59,3.25504,8.79516,3.60192,0.369261,1.05171,1.72347,2.14106,4.16756,2.95704,-4.30002
BloodImage_00003.jpeg,Foreground,104,37,51,33,913,193.137,0.307574,1.54545,154.605,144.67,171.72,171.72,166,182,40.8491,17,61,2.91258,6.70516,2.68317,0.712011,2.23747,2.92894,4.76926,8.69504,-6.09241,8.88159
BloodImage_00003.jpeg,Foreground,554,0,52,84,1438,293.764,0.209397,0.619048,167.125,156.928,176.584,179.141,150,202,32.7669,4,76,7.11535,10.6185,4.71735,0.419524,1.2763,1.63242,3.62576,-6.25486,-4.27194,-8.34856
BloodImage_00003.jpeg,Foreground,420,0,157,78,3881,734.122,0.0904934,2.01282,168.267,163.148,180.894,181.366,167,212,27.5266,3,54,5.79066,10.28,3.48183,0.230725,0.751172,1.20089,1.50321,2.88203,1.91175,3.32303
BloodImage_00003.jpeg,Foreground,271,0,137,55,3644.5,416.635,0.263838,2.49091,155.261,150.525,173.613,173.716,145,217,38.2201,8,79,7.73455,10.9243,3.9949,0.420904,1.05847,1.43848,1.67935,3.23882,2.2098,4.5367
BloodImage_00003.jpeg,Foreground,139,0,63,28,900,156.711,0.460527,2.25,166.941,156.273,175.116,175.238,165,184,27.6636,9,40,2.66614,5.83629,3.47415,0.603611,1.50026,2.80878,3.7247,7.1677,5.16648,7.11895
BloodImage_00003.jpeg,Foreground,64,0,31,18,187.5,113.983,0.181356,1.72222,134.903,137.388,165.646,165.646,161,177,49.1519,36,66,2.91528,7.24162,2.90685,0.485643,1.21464,2.22634,2.94741,5.64128,4.61422,5.73927
BloodImage_00003.jpeg,Background,297,465,7,5,15.5,15.8995,0.770504,1.4,204.522,205.435,201.435,205.478,203,208,5.04348,5,6,1.49984,0.203931,1.84872,0.742855,2.26023,3.35354,4.58108,8.61583,5.78482,-8.83514
BloodImage_00003.jpeg,Background,634,442,6,13,34.5,29.8995,0.484955,0.461538,182.061,182.163,181.143,184.469,178,191,7.18367,0,13,3.22048,2.9601,3.19138,0.558958,1.36832,2.39088,3.25579,6.29539,4.57073,-6.17924
BloodImage_00003.jpeg,Background,0,440,5,7,18,17.6569,0.725531,0.714286,186.074,189.037,177.778,189.037,185,196,15.1111,13,16,2.88651,0.993808,4.29406,0.727971,2.30224,2.8938,4.53415,-8.26659,-5.68846,8.7924
BloodImage_00003.jpeg,Background,15,344,14,13,98.5,44.8701,0.614799,1.07692,150.5,157.568,174.847,174.847,172,179,35.5932,27,42,1.54386,3.81397,2.6321,0.761698,2.48211,4.01939,5.31618,10.2613,6.88928,10.055
BloodImage_00003.jpeg,Background,133,332,13,14,67.5,53.0122,0.30183,0.928571,179.876,176.933,189.213,189.213,184,194,16.9213,12,23,2.09049,2.93459,3.86631,0.649295,1.87584,2.74881,3.67044,7.93488,5.73149,6.88175
BloodImage_00003.jpeg,Background,544,287,9,6,19.5,23.5563,0.441599,1.5,174.8,161.9,182.633,182.633,180,186,28.9333,22,32,1.22429,3.32599,2.36643,0.713698,2.16313,3.9619,5.33585,-10.4653,-6.4442,10.0099
BloodImage_00003.jpeg,Background,173,240,12,10,60,33.799,0.660015,1.2,169.187,166.053,181.187,181.187,179,184,21.68,17,25,1.26167,1.56767,2.61279,0.755581,2.44163,4.50963,5.02267,9.81108,6.24611,-10.2945
BloodImage_00003.jpeg,Background,618,164,6,8,16.5,22.7279,0.401397,0.75,198.444,193.222,189.852,198.444,196,202,11,9,15,1.47406,2.0548,3.47754,0.749709,2.35981,3.87745,5.31672,9.99116,6.59784,-10.1755
BloodImage_00003.jpeg,Background,77,162,6,9,24.5,26.7279,0.430969,0.666667,134.243,134.703,163.649,163.649,160,168,48.1622,45,52,1.4744,1.71659,3.62021,0.704655,2.09342,3.19621,4.39141,8.31256,5.44027,8.36168
BloodImage_00003.jpeg,Background,266,149,10,11,39,41.4558,0.285169,0.909091,209.596,130,143.14,209.596,201,215,96.8947,89,101,2.86454,2.1658,3.81021,0.564348,1.4927,2.729,3.79897,7.15299,4.63638,7.2976
BloodImage_00003.jpeg,Background,318,117,6,9,25,24.1421,0.539012,0.666667,197.722,168,186.833,197.722,190,207,38.1111,32,49,4.88542,5.38918,3.76007,0.663816,1.73555,3.26931,3.97684,7.62859,4.9283,8.05376
BloodImage_00003.jpeg,Background,303,95,12,16,91,41.4558,0.665395,0.75,192.954,167.771,182.624,193.229,181,203,33.3853,18,47,5.42274,7.8739,4.00446,0.663019,1.74312,2.73252,3.37081,6.4232,4.24527,7.66228
BloodImage_00003.jpeg,Background,241,48,8,10,38.5,29.2132,0.566908,0.8,185.686,166.373,181.137,185.686,183,189,26.4118,23,29,1.69764,1.96216,2.19958,0.75826,2.49852,4.75178,5.59786,11.1179,-7.44698,10.8222
BloodImage_00003.jpeg,Background,93,35,11,7,10,42.2843,0.0702833,1.57143,146.464,141.107,169.214,169.214,167,172,44.4286,41,58,1.20585,5.07394,2.69069,0.465269,1.32424,1.84754,2.64399,-5.1138,-3.39079,4.98544
